İlçe,Tarih,PM10 (µg/m3),PM2.5 (µg/m3),SO2 (µg/m3),CO (µg/m3),NO2 (µg/m3),NOX (µg/m3),NO (µg/m3),O3 (µg/m3),Maks_Sıcaklik_C,Toplam_Yağış_mm,Maks_Rüzgar_Hızı_kmh,average_traffic_index,Ay,Durum,Sağlık_Risk_Durumu
Kumköy,17.11.2022,25.12,15.3,,,9.55,20.2,6.96,,19.2,6.0,35.8,40.0383275261324,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,18.11.2022,25.11,15.3,,,8.82,24.19,10.05,,20.9,0.1,33.4,33.66319444444444,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,19.11.2022,25.11,15.3,,,7.34,24.27,11.06,,22.1,0.0,39.2,31.42013888888889,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,20.11.2022,25.11,15.3,,,9.08,25.29,10.6,,21.8,0.0,29.2,21.48771929824561,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,21.11.2022,25.11,15.3,,,9.24,21.71,8.14,,22.0,8.1,37.3,38.57429718875503,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,22.11.2022,25.11,15.3,,,9.0,37.44,18.59,,14.2,9.8,26.8,35.72222222222222,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,23.11.2022,25.1,15.3,,,21.84,45.93,15.75,,19.0,2.6,27.0,37.21254355400697,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,26.11.2022,25.1,15.3,,,5.13,30.8,16.78,,10.6,1.6,22.0,32.161403508771926,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,27.11.2022,25.09,15.29,,,4.97,31.03,17.03,,11.1,0.0,17.9,20.65384615384616,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,28.11.2022,25.09,15.29,,,5.25,33.39,18.41,,13.2,0.0,27.5,28.365853658536583,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,29.11.2022,25.09,15.29,,,10.41,27.2,10.95,,14.6,0.0,20.7,34.40625,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,30.11.2022,25.08,15.29,,,5.0,11.92,4.52,,14.0,1.1,29.2,35.42214532871972,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,01.12.2022,25.08,15.29,,,6.1,23.55,11.37,,13.6,5.2,29.5,40.27112676056338,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,02.12.2022,25.07,15.29,,,8.08,36.23,18.34,,12.4,8.4,25.0,39.89310344827586,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,03.12.2022,25.07,15.29,,,5.71,33.82,18.3,,11.6,2.1,20.5,31.567474048442904,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,04.12.2022,25.07,15.28,,,7.19,33.4,17.09,,11.3,0.8,21.5,21.94055944055944,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,05.12.2022,25.06,15.28,,,5.55,26.04,13.34,,12.4,1.4,19.7,32.52430555555556,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,06.12.2022,25.05,15.28,,,4.95,23.67,12.18,,12.2,2.2,16.6,34.52961672473868,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,07.12.2022,25.05,15.28,,,19.93,46.67,17.44,,13.4,0.0,14.1,33.285714285714285,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,08.12.2022,25.05,15.28,,,32.06,60.18,18.34,,15.1,0.0,17.6,34.60344827586207,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,09.12.2022,25.05,15.28,,,29.54,39.33,6.39,,16.2,0.0,22.7,33.390243902439025,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,10.12.2022,25.05,15.28,,,17.09,22.02,3.2,,17.0,1.8,29.5,30.11805555555556,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,11.12.2022,25.05,15.28,,,11.75,15.45,2.4,,19.4,3.9,46.4,19.693379790940767,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,12.12.2022,25.05,15.28,,,13.25,22.29,5.89,,16.1,0.8,32.2,32.5191637630662,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,13.12.2022,25.05,15.27,,,10.98,35.55,16.01,,12.9,12.5,33.6,39.96875,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,14.12.2022,25.04,15.27,,,8.82,34.74,16.9,,10.7,0.0,23.5,32.77430555555556,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,15.12.2022,25.04,15.27,,,21.21,48.22,17.6,,16.8,18.1,30.6,36.0625,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,16.12.2022,25.04,15.27,,,23.97,43.03,12.42,,18.0,0.8,20.5,33.92708333333333,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,17.12.2022,25.04,15.26,,,23.02,30.8,5.07,,18.2,0.0,23.6,32.05902777777778,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,18.12.2022,25.03,15.26,,,16.7,34.46,11.59,,14.1,2.2,28.2,20.712230215827336,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,19.12.2022,25.03,15.26,,,7.8,34.96,17.71,,8.9,3.9,34.5,37.29411764705882,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,20.12.2022,25.01,15.26,,,5.64,59.33,17.36,,9.1,0.0,34.0,37.132867132867126,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,21.12.2022,25.01,15.25,,,15.53,72.48,18.42,,9.8,0.0,23.3,35.5993031358885,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,22.12.2022,25.0,15.25,,,36.58,110.69,28.31,,11.3,0.0,12.0,36.35294117647059,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,23.12.2022,25.0,15.25,,,41.56,119.0,30.46,,12.2,0.0,13.7,34.11458333333333,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,24.12.2022,25.0,15.25,,,43.25,116.51,27.76,,12.7,0.0,18.1,32.603053435114504,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,25.12.2022,25.0,15.25,,,22.13,82.43,19.32,,11.1,1.3,17.1,23.494736842105265,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,26.12.2022,25.0,15.24,,,26.1,81.38,26.13,,11.8,0.0,14.7,32.826388888888886,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,27.12.2022,25.0,15.24,,,40.91,71.15,19.76,,12.6,0.0,23.2,36.75,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,28.12.2022,24.99,15.24,,,14.3,35.16,13.63,,10.2,0.6,20.1,36.13523131672598,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,29.12.2022,24.99,15.24,,,19.51,46.5,17.71,,11.9,0.0,15.6,37.87152777777778,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,30.12.2022,24.99,15.24,,,35.4,84.08,31.82,,13.4,0.0,17.9,33.67708333333333,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,31.12.2022,24.98,15.23,,,29.2,68.79,25.87,,14.2,0.0,15.1,23.129353233830845,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,01.01.2023,24.98,15.23,,,26.62,86.67,39.25,,12.6,0.0,10.2,16.927083333333332,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,06.11.2023,24.97,15.23,,286.97,9.89,38.32,18.83,,23.6,0.2,36.6,31.34859154929577,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,07.11.2023,24.97,15.23,,297.7,23.04,62.87,26.47,,21.6,0.2,10.7,34.32871972318339,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,12.11.2023,24.96,15.23,,397.11,15.4,36.33,13.69,,18.0,0.0,28.8,24.756944444444443,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,13.11.2023,24.96,15.23,,,48.84,84.89,23.53,,15.2,25.5,34.2,41.13028169014085,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,14.11.2023,24.95,15.22,,404.8,73.56,95.63,14.38,,16.5,0.0,17.9,38.62867647058824,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,15.11.2023,24.95,15.22,,,71.09,86.55,10.07,,19.5,0.7,25.5,38.84642857142857,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,16.11.2023,24.95,15.22,,243.37,71.72,97.71,16.95,,15.6,11.5,24.8,40.732394366197184,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,17.11.2023,24.95,15.22,,439.26,86.83,114.05,17.73,,15.0,0.0,17.9,35.64388489208633,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,18.11.2023,24.95,15.22,,,72.88,128.41,36.25,,15.9,48.5,35.4,37.295138888888886,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,21.11.2023,24.95,15.22,,227.87,75.95,102.12,17.05,,15.8,0.0,19.0,35.83333333333333,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,22.11.2023,24.94,15.21,,277.42,70.32,90.23,13.05,,19.4,2.5,25.3,38.5625,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,23.11.2023,24.94,15.21,,105.58,53.6,81.45,18.16,,14.0,3.7,22.9,37.846689895470384,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,24.11.2023,24.94,15.21,,229.54,60.17,80.33,13.14,,17.2,0.0,30.5,36.066202090592334,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,25.11.2023,24.93,15.21,,338.51,47.06,66.84,12.9,,18.3,0.2,37.5,33.19163763066202,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,26.11.2023,24.93,15.21,,145.83,41.96,68.13,17.08,,16.5,6.4,43.0,18.37979094076655,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,27.11.2023,24.92,15.21,,392.78,38.61,63.71,16.36,,6.2,0.0,23.5,30.23611111111111,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,28.11.2023,24.92,15.21,,,25.89,47.18,13.92,,14.6,1.0,46.4,38.84912280701754,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,29.11.2023,24.91,15.21,,103.24,32.96,56.84,15.6,,15.3,26.7,46.3,46.99596774193548,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,30.11.2023,24.91,15.21,,447.87,30.73,64.91,22.02,,13.5,9.6,27.5,40.22426470588236,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,01.12.2023,24.9,15.2,,180.35,35.38,59.71,15.9,,18.5,0.0,38.0,38.4251968503937,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,02.12.2023,24.89,15.2,,243.88,31.53,54.36,14.92,,19.3,0.0,47.2,32.34027777777778,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,03.12.2023,24.89,15.2,,336.89,31.5,46.27,9.65,,20.2,0.0,48.6,22.722222222222225,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,04.12.2023,24.89,15.2,,320.51,26.75,54.39,20.35,,12.3,6.9,27.8,41.80208333333333,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,05.12.2023,24.89,15.2,,215.65,20.75,30.92,6.52,,11.2,0.6,26.1,37.949640287769775,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,06.12.2023,24.88,15.2,,210.63,35.43,74.27,25.1,,11.6,2.3,11.3,40.21484375,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,07.12.2023,24.88,15.2,,156.07,33.55,133.59,65.38,,11.4,7.5,17.4,44.561151079136685,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,08.12.2023,24.88,15.2,,296.19,29.22,100.49,46.57,,10.4,13.2,28.8,46.68029739776952,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,09.12.2023,24.88,15.2,,221.09,25.69,90.28,42.21,,7.6,16.6,32.7,39.14685314685315,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,10.12.2023,24.88,15.2,,385.71,17.63,35.63,11.76,,10.6,0.3,16.6,21.18815331010453,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,11.12.2023,24.88,15.2,,311.45,22.99,81.69,38.37,,11.2,0.4,13.1,30.784722222222225,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,12.12.2023,24.87,15.2,,544.98,25.91,98.8,47.64,,11.7,0.0,15.4,32.96180555555556,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,13.12.2023,24.87,15.19,,353.35,30.52,106.29,49.52,,13.6,0.0,18.6,35.11805555555556,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,14.12.2023,24.86,15.19,,175.17,32.09,97.79,42.95,,17.4,0.0,43.7,35.80633802816901,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,15.12.2023,24.86,15.19,,223.17,27.35,99.0,46.84,,16.6,7.1,27.5,37.74021352313167,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,16.12.2023,24.86,15.19,,172.84,13.76,57.45,28.55,,9.4,22.9,42.4,39.070175438596486,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,17.12.2023,24.85,15.19,,311.89,13.0,35.45,14.25,,8.1,2.3,32.3,21.438596491228072,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,18.12.2023,24.85,15.19,,399.75,13.74,31.07,11.33,,9.2,0.0,8.7,32.37282229965157,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,19.12.2023,24.85,15.19,,312.53,27.28,63.03,23.38,,11.9,0.0,13.8,34.822916666666664,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,20.12.2023,24.84,15.19,,443.17,29.71,97.36,44.24,,12.5,0.0,18.3,37.1875,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,21.12.2023,24.83,15.19,,136.35,27.83,100.95,47.78,,12.2,3.1,17.5,40.62105263157896,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,22.12.2023,24.83,15.19,,248.13,27.26,126.34,64.76,,12.3,5.3,28.4,40.32986111111112,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,23.12.2023,24.83,15.19,,258.26,13.85,59.33,29.73,,12.8,2.8,36.0,29.95438596491228,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,24.12.2023,24.83,15.18,,256.94,14.86,42.91,18.32,,12.9,0.4,34.2,19.159722222222225,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,25.12.2023,24.83,15.18,,291.67,30.89,97.69,43.65,,16.9,0.0,31.6,30.883895131086145,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,26.12.2023,24.82,15.18,,258.86,22.98,77.23,35.45,,16.5,0.0,30.0,36.42361111111112,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,27.12.2023,24.82,15.18,,263.68,21.09,69.58,31.69,,16.5,0.7,26.3,37.52083333333333,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,28.12.2023,24.81,15.18,,313.56,17.5,51.49,23.18,,12.9,0.0,9.9,38.71929824561404,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,29.12.2023,24.81,15.18,,451.29,27.66,46.24,12.13,,12.8,0.0,20.2,36.89583333333333,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,30.12.2023,24.81,15.18,,332.86,28.53,54.75,17.14,,14.5,0.0,16.4,27.07638888888889,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,31.12.2023,24.8,15.18,,307.38,25.28,54.42,19.04,,13.6,0.5,11.3,10.868327402135233,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,01.01.2024,24.8,15.17,,384.88,24.87,45.25,13.32,,15.1,0.0,20.2,15.401433691756273,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,02.01.2024,24.8,15.17,,179.34,24.88,51.54,17.43,,14.4,7.5,24.2,32.64312267657992,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,03.01.2024,24.79,15.17,,246.88,25.11,75.44,32.91,,14.7,0.7,27.5,39.24870466321244,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,04.01.2024,24.79,15.17,,305.39,22.88,64.93,27.48,,15.6,0.1,25.0,35.051094890510946,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,05.01.2024,24.79,15.17,,514.24,20.85,51.39,19.97,,15.3,0.0,30.2,33.647058823529406,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,06.01.2024,24.79,15.17,,492.0,16.77,57.54,26.65,,15.4,0.0,21.5,27.049122807017543,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,07.01.2024,24.79,15.16,,,17.72,66.08,31.6,,15.6,4.3,33.7,19.69485294117647,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,09.01.2024,24.79,15.16,,367.82,14.23,53.06,25.38,,6.3,14.2,36.8,46.06810035842294,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,10.01.2024,24.78,15.16,,312.92,14.27,55.58,27.0,,6.8,9.8,44.2,42.83025830258303,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,11.01.2024,24.78,15.16,,191.38,10.7,33.05,14.61,,4.9,0.6,22.2,30.52650176678445,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,12.01.2024,24.77,15.16,,417.4,14.38,41.69,17.84,,5.8,2.7,26.9,35.08333333333333,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,13.01.2024,24.77,15.15,,340.57,12.21,43.87,20.68,,3.4,0.0,24.2,23.62190812720848,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,14.01.2024,24.77,15.15,,444.37,13.37,50.1,24.02,,6.1,0.0,21.4,18.284722222222225,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,15.01.2024,24.76,15.15,,340.19,14.82,61.56,30.55,,11.1,0.0,28.2,30.27777777777777,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,16.01.2024,24.76,15.15,,98.77,13.13,61.41,31.56,,12.2,7.0,31.2,37.37847222222222,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,17.01.2024,24.76,15.15,,412.6,11.16,41.38,19.74,,11.9,0.0,15.9,33.675,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,18.01.2024,24.75,15.15,,322.17,11.79,45.53,22.04,,14.8,1.1,39.5,36.49650349650349,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,19.01.2024,24.75,15.15,,310.28,10.45,37.9,17.95,,17.0,5.0,42.5,37.18181818181817,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,20.01.2024,24.75,15.15,,445.07,8.23,31.56,15.23,,13.1,16.7,33.4,38.80565371024736,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,21.01.2024,24.74,15.14,,313.47,13.28,51.67,25.08,,6.8,5.0,36.3,24.95486111111111,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,22.01.2024,24.74,15.14,,250.77,12.63,46.8,22.32,,6.8,0.9,30.8,34.91385767790262,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,24.01.2024,24.74,15.14,,370.95,15.28,52.52,24.35,,7.2,1.1,20.5,42.26164874551972,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,25.01.2024,24.73,15.14,,443.81,15.58,65.08,32.35,,11.4,1.9,26.7,42.34504792332268,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,26.01.2024,24.73,15.14,,168.53,15.38,66.68,33.52,,8.8,0.6,20.5,40.5390625,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,27.01.2024,24.73,15.14,,284.56,13.9,56.34,27.74,,9.1,5.0,23.5,35.46153846153846,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,28.01.2024,24.73,15.14,,328.79,15.26,62.16,30.66,,5.7,3.6,28.0,26.194444444444443,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,29.01.2024,24.72,15.13,,360.99,12.8,51.16,25.08,,4.8,16.2,30.0,42.35087719298246,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,30.01.2024,24.72,15.13,,366.37,8.97,38.41,19.25,,5.6,8.4,37.6,40.79930795847751,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,02.02.2024,24.71,15.13,,293.96,29.92,142.05,73.28,,7.7,0.4,20.2,36.69444444444445,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,03.02.2024,24.71,15.13,,349.83,25.05,130.24,68.74,,8.8,0.0,17.1,30.543589743589745,2,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,04.02.2024,24.71,15.13,,391.06,30.36,140.26,71.84,,10.1,0.3,24.8,26.58921161825726,2,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,05.02.2024,24.7,15.13,,203.03,29.14,142.51,74.1,,15.2,0.0,30.1,31.713754646840147,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,06.02.2024,24.7,15.13,,371.82,23.98,76.73,35.24,,17.2,0.0,25.2,36.60701754385965,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,07.02.2024,24.69,15.13,,334.84,19.82,49.41,19.35,,16.9,0.0,28.4,35.42508710801393,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,08.02.2024,24.69,15.13,,373.83,15.37,51.76,23.81,,17.4,0.0,30.5,35.25087108013937,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,10.02.2024,24.68,15.12,,90.9,17.97,67.34,32.25,,17.0,0.0,35.3,32.818815331010455,2,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,11.02.2024,24.68,15.12,,298.21,14.73,48.53,22.08,,17.5,0.0,33.5,21.96527777777777,2,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,12.02.2024,24.68,15.12,,252.22,13.81,46.14,21.14,,18.0,3.3,27.0,34.729166666666664,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,13.02.2024,24.67,15.12,,318.7,22.53,138.73,75.95,,14.4,4.7,17.5,36.54006968641114,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,17.02.2024,24.67,15.12,,524.18,22.56,47.75,16.47,,7.2,3.5,20.7,33.25524475524475,2,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,18.02.2024,24.67,15.11,,608.63,19.83,41.66,14.38,,6.8,0.1,14.1,19.27430555555556,2,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,19.02.2024,24.67,15.11,,269.08,15.55,40.08,17.09,,7.8,0.4,15.3,30.624561403508768,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,20.02.2024,24.67,15.11,,299.24,18.54,38.29,13.02,,8.4,0.0,13.2,35.36458333333333,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,21.02.2024,24.66,15.11,,426.42,17.5,28.02,6.86,,9.7,0.0,11.9,36.62369337979094,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,22.02.2024,24.66,15.11,,455.18,17.25,27.21,6.64,,12.8,0.0,14.2,36.30069930069929,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,23.02.2024,24.66,15.1,,322.07,19.79,35.45,11.92,,16.1,0.0,22.6,34.91166077738516,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,24.02.2024,24.65,15.1,,428.12,31.31,155.12,82.65,,18.1,0.0,24.8,34.03272727272727,2,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,25.02.2024,24.65,15.1,,429.73,26.07,338.36,205.58,,18.6,0.0,18.2,23.96864111498257,2,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,26.02.2024,24.65,15.09,,323.38,20.24,101.13,54.03,,11.8,0.0,13.9,32.28125,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,27.02.2024,24.64,15.09,,341.65,23.88,34.56,8.31,,10.7,0.0,13.9,35.13194444444444,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,28.02.2024,24.64,15.09,,382.13,25.65,47.81,15.89,,10.1,0.0,14.7,34.74086378737541,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,29.02.2024,24.64,15.09,,292.54,26.42,44.35,13.16,,10.9,0.0,12.2,36.47735191637632,2,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,01.03.2024,24.64,15.09,,399.23,21.46,35.83,10.55,,12.9,0.0,13.8,35.53521126760564,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,02.03.2024,24.64,15.09,,292.59,22.41,34.08,8.88,,10.7,0.2,15.6,31.90625,3,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,03.03.2024,24.64,15.09,,386.96,17.33,30.23,9.39,,9.9,0.3,11.7,22.729166666666664,3,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,04.03.2024,24.64,15.09,,371.51,15.47,54.12,25.99,,11.7,0.0,12.0,33.041666666666664,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kumköy,05.03.2024,24.63,15.09,,379.43,14.15,69.27,37.19,,11.2,3.0,16.2,38.763888888888886,3,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
